AS,Attractor,Basin size,De,Interactions,C. + largo
795,11011000111100111010010000,65536,56872592,959,4
796,00111000111100111010010001,65536,14929553,1199,4
797,10111000111100111010010001,65536,48483985,1183,4
798,01111000111100111010010001,65536,31706769,959,4
799,11111000111100111010010001,65536,65261201,959,4
800,00000100110000111010000010,65536,1248898,63,4
801,10000100110000111010000010,65536,34803330,63,4
802,01000100110000111010000010,65536,18026114,63,4
803,11000100110000111010000010,65536,51580546,63,4
804,00100100110000111010000011,65536,9637507,63,4
805,10100100110000111010000011,65536,43191939,63,4
806,01100100110000111010000011,65536,26414723,63,4
807,11100100110000111010000011,65536,59969155,63,4
808,00010100111100111010010000,65536,5492368,1727,3
809,10010100111100111010010000,65536,39046800,1727,3
810,01010100111100111010010000,65536,22269584,1407,3
811,11010100111100111010010000,65536,55824016,1407,3
812,00110100111100111010010001,65536,13880977,1727,3
813,10110100111100111010010001,65536,47435409,1727,3
814,01110100111100111010010001,65536,30658193,1407,3
815,11110100111100111010010001,65536,64212625,1407,3
816,00001100110000111010000010,65536,3346050,31,5
817,10001100110000111010000010,65536,36900482,31,5
818,01001100110000111010000010,65536,20123266,31,5
819,11001100110000111010000010,65536,53677698,31,5
820,00101100110000111010000011,65536,11734659,31,5
821,10101100110000111010000011,65536,45289091,31,5
822,01101100110000111010000011,65536,28511875,31,5
823,11101100110000111010000011,65536,62066307,31,5
824,00011100111100111010010000,65536,7589520,1183,4
825,10011100111100111010010000,65536,41143952,1183,4
826,01011100111100111010010000,65536,24366736,959,4
827,11011100111100111010010000,65536,57921168,959,4
828,00111100111100111010010001,65536,15978129,1183,4
829,10111100111100111010010001,65536,49532561,1183,4
830,01111100111100111010010001,65536,32755345,959,4
831,11111100111100111010010001,65536,66309777,959,4
832,00000010110000111010000010,65536,724610,127,4
833,10000010110000111010100010,65536,34279074,383,4
834,01000010110000111010000010,65536,17501826,127,4
835,11000010110000111010100010,65536,51056290,383,4
836,00100010110000111010000011,65536,9113219,127,4
837,10100010110000111010100011,65536,42667683,383,4
838,01100010110000111010000011,65536,25890435,127,4
839,11100010110000111010100011,65536,59444899,383,4
840,00010010111100111010010000,65536,4968080,1743,3
841,10010010111100111010110000,65536,38522544,4223,3
842,01010010111100111010010000,65536,21745296,1407,3
843,11010010111100111010110000,65536,55299760,4223,3
844,00110010111100111010010001,65536,13356689,1743,3
845,10110010111100111010110001,65536,46911153,4223,3
846,01110010111100111010010001,65536,30133905,1407,3
847,11110010111100111010110001,65536,63688369,4223,3
848,00001010110000111010000010,65536,2821762,63,5
849,10001010110000111010100010,65536,36376226,319,5
850,01001010110000111010000010,65536,19598978,63,5
851,11001010110000111010100010,65536,53153442,319,5
852,00101010110000111010000011,65536,11210371,63,5
853,10101010110000111010100011,65536,44764835,319,5
854,01101010110000111010000011,65536,27987587,63,5
855,11101010110000111010100011,65536,61542051,319,5
856,00011010111100111010010000,65536,7065232,1199,4
857,10011010111100111010110000,65536,40619696,3263,4
858,01011010111100111010010000,65536,23842448,959,4
859,11011010111100111010110000,65536,57396912,3263,4
860,00111010111100111010010001,65536,15453841,1199,4
861,10111010111100111010110001,65536,49008305,3263,4
862,01111010111100111010010001,65536,32231057,959,4
863,11111010111100111010110001,65536,65785521,3263,4
864,00000110110000111010100010,65536,1773218,383,4
865,10000110110000111010100010,65536,35327650,383,4
866,01000110110000111010100010,65536,18550434,383,4
867,11000110110000111010100010,65536,52104866,383,4
868,00100110110000111010100011,65536,10161827,383,4
869,10100110110000111010100011,65536,43716259,383,4
870,01100110110000111010100011,65536,26939043,383,4
871,11100110110000111010100011,65536,60493475,383,4
872,00010110111100111010110000,65536,6016688,4223,3
873,10010110111100111010110000,65536,39571120,4223,3
874,01010110111100111010110000,65536,22793904,4223,3
875,11010110111100111010110000,65536,56348336,4223,3
876,00110110111100111010110001,65536,14405297,4223,3
877,10110110111100111010110001,65536,47959729,4223,3
878,01110110111100111010110001,65536,31182513,4223,3
879,11110110111100111010110001,65536,64736945,4223,3
880,00001110110000111010100010,65536,3870370,319,5
881,10001110110000111010100010,65536,37424802,319,5
882,01001110110000111010100010,65536,20647586,319,5
883,11001110110000111010100010,65536,54202018,319,5
884,00101110110000111010100011,65536,12258979,319,5
885,10101110110000111010100011,65536,45813411,319,5
886,01101110110000111010100011,65536,29036195,319,5
887,11101110110000111010100011,65536,62590627,319,5
888,00011110111100111010110000,65536,8113840,3263,4
889,10011110111100111010110000,65536,41668272,3263,4
890,01011110111100111010110000,65536,24891056,3263,4
891,11011110111100111010110000,65536,58445488,3263,4
892,00111110111100111010110001,65536,16502449,3263,4
893,10111110111100111010110001,65536,50056881,3263,4
894,01111110111100111010110001,65536,33279665,3263,4
895,11111110111100111010110001,65536,66834097,3263,4
896,00000001110000111010000010,65536,462466,127,4
897,10000001110000111010000010,65536,34016898,127,4
898,01000001110000111010000010,65536,17239682,127,4
899,11000001110000111010000010,65536,50794114,127,4
900,00100001110000111010000011,65536,8851075,127,4
901,10100001110000111010000011,65536,42405507,127,4
902,01100001110000111010000011,65536,25628291,127,4
903,11100001110000111010000011,65536,59182723,127,4
904,00010001111100111010010000,65536,4705936,1743,3
905,10010001111100111010010000,65536,38260368,1727,3
906,01010001111100111010010000,65536,21483152,1407,3
907,11010001111100111010010000,65536,55037584,1407,3
908,00110001111100111010010001,65536,13094545,1743,3
909,10110001111100111010010001,65536,46648977,1727,3
910,01110001111100111010010001,65536,29871761,1407,3
911,11110001111100111010010001,65536,63426193,1407,3
912,00001001110000111010000010,65536,2559618,63,5
913,10001001110000111010000010,65536,36114050,63,5
914,01001001110000111010000010,65536,19336834,63,5
915,11001001110000111010000010,65536,52891266,63,5
916,00101001110000111010000011,65536,10948227,63,5
917,10101001110000111010000011,65536,44502659,63,5
918,01101001110000111010000011,65536,27725443,63,5
919,11101001110000111010000011,65536,61279875,63,5
920,00011001111100111010010000,65536,6803088,1199,4
921,10011001111100111010010000,65536,40357520,1183,4
922,01011001111100111010010000,65536,23580304,959,4
923,11011001111100111010010000,65536,57134736,959,4
924,00111001111100111010010001,65536,15191697,1199,4
925,10111001111100111010010001,65536,48746129,1183,4
926,01111001111100111010010001,65536,31968913,959,4
927,11111001111100111010010001,65536,65523345,959,4
928,00000101110000111010000010,65536,1511042,63,4
929,10000101110000111010000010,65536,35065474,63,4
930,01000101110000111010000010,65536,18288258,63,4
931,11000101110000111010000010,65536,51842690,63,4
932,00100101110000111010000011,65536,9899651,63,4
933,10100101110000111010000011,65536,43454083,63,4
934,01100101110000111010000011,65536,26676867,63,4
935,11100101110000111010000011,65536,60231299,63,4
936,00010101111100111010010000,65536,5754512,1727,3
937,10010101111100111010010000,65536,39308944,1727,3
938,01010101111100111010010000,65536,22531728,1407,3
939,11010101111100111010010000,65536,56086160,1407,3
940,00110101111100111010010001,65536,14143121,1727,3
941,10110101111100111010010001,65536,47697553,1727,3
942,01110101111100111010010001,65536,30920337,1407,3
943,11110101111100111010010001,65536,64474769,1407,3
944,00001101110000111010000010,65536,3608194,31,5
945,10001101110000111010000010,65536,37162626,31,5
946,01001101110000111010000010,65536,20385410,31,5
947,11001101110000111010000010,65536,53939842,31,5
948,00101101110000111010000011,65536,11996803,31,5
949,10101101110000111010000011,65536,45551235,31,5
950,01101101110000111010000011,65536,28774019,31,5
951,11101101110000111010000011,65536,62328451,31,5
952,00011101111100111010010000,65536,7851664,1183,4
953,10011101111100111010010000,65536,41406096,1183,4
954,01011101111100111010010000,65536,24628880,959,4
955,11011101111100111010010000,65536,58183312,959,4
956,00111101111100111010010001,65536,16240273,1183,4
957,10111101111100111010010001,65536,49794705,1183,4
958,01111101111100111010010001,65536,33017489,959,4
959,11111101111100111010010001,65536,66571921,959,4
960,00000011110000111010000010,65536,986754,127,4
961,10000011110000111010100010,65536,34541218,383,4
962,01000011110000111010000010,65536,17763970,127,4
963,11000011110000111010100010,65536,51318434,383,4
964,00100011110000111010000011,65536,9375363,127,4
965,10100011110000111010100011,65536,42929827,383,4
966,01100011110000111010000011,65536,26152579,127,4
967,11100011110000111010100011,65536,59707043,383,4
968,00010011111100111010010000,65536,5230224,1743,3
969,10010011111100111010110000,65536,38784688,4223,3
970,01010011111100111010010000,65536,22007440,1407,3
971,11010011111100111010110000,65536,55561904,4223,3
972,00110011111100111010010001,65536,13618833,1743,3
973,10110011111100111010110001,65536,47173297,4223,3
974,01110011111100111010010001,65536,30396049,1407,3
975,11110011111100111010110001,65536,63950513,4223,3
976,00001011110000111010000010,65536,3083906,63,5
977,10001011110000111010100010,65536,36638370,319,5
978,01001011110000111010000010,65536,19861122,63,5
979,11001011110000111010100010,65536,53415586,319,5
980,00101011110000111010000011,65536,11472515,63,5
981,10101011110000111010100011,65536,45026979,319,5
982,01101011110000111010000011,65536,28249731,63,5
983,11101011110000111010100011,65536,61804195,319,5
984,00011011111100111010010000,65536,7327376,1199,4
985,10011011111100111010110000,65536,40881840,3263,4
986,01011011111100111010010000,65536,24104592,959,4
987,11011011111100111010110000,65536,57659056,3263,4
988,00111011111100111010010001,65536,15715985,1199,4
989,10111011111100111010110001,65536,49270449,3263,4
990,01111011111100111010010001,65536,32493201,959,4
991,11111011111100111010110001,65536,66047665,3263,4
992,00000111110000111010100010,65536,2035362,383,4
993,10000111110000111010100010,65536,35589794,383,4
994,01000111110000111010100010,65536,18812578,383,4
995,11000111110000111010100010,65536,52367010,383,4
996,00100111110000111010100011,65536,10423971,383,4
997,10100111110000111010100011,65536,43978403,383,4
998,01100111110000111010100011,65536,27201187,383,4
999,11100111110000111010100011,65536,60755619,383,4
1000,00010111111100111010110000,65536,6278832,4223,3
1001,10010111111100111010110000,65536,39833264,4223,3
1002,01010111111100111010110000,65536,23056048,4223,3
1003,11010111111100111010110000,65536,56610480,4223,3
1004,00110111111100111010110001,65536,14667441,4223,3
1005,10110111111100111010110001,65536,48221873,4223,3
1006,01110111111100111010110001,65536,31444657,4223,3
1007,11110111111100111010110001,65536,64999089,4223,3
1008,00001111110000111010100010,65536,4132514,319,5
1009,10001111110000111010100010,65536,37686946,319,5
1010,01001111110000111010100010,65536,20909730,319,5
1011,11001111110000111010100010,65536,54464162,319,5
1012,00101111110000111010100011,65536,12521123,319,5
1013,10101111110000111010100011,65536,46075555,319,5
1014,01101111110000111010100011,65536,29298339,319,5
1015,11101111110000111010100011,65536,62852771,319,5
1016,00011111111100111010110000,65536,8375984,3263,4
1017,10011111111100111010110000,65536,41930416,3263,4
